id,word,pos,gender,translation,example_de,example_en,frequency,dispersion
4281,Priorität,noun,die,priority,"Wenn du zu viele Aufgaben hast, musst du Prioritäten setzen.","If you have too many tasks, you have to set priorities.",15.0807693479125,0.839415810281508
4282,Stich,noun,der,"bite, sting",Mancher Stich von Insekten tut sehr weh.,Some insect bites hurt a lot.,15.0807693479125,0.84932763120503
4283,Variation,noun,die,"kind, variation",Miriam verkauft in ihrem Laden Kuchen aller Variationen für Hochzeiten.,In her shop Miriam sells cakes of all kinds for weddings.,15.0807693479125,0.807085096624826
4284,Wettkampf,noun,der,competition,Ich fahre jedes Wochenende zu den Wettkämpfen meines Sohnes.,I go to my son’s competitions every weekend.,15.0807693479125,0.685345874184947
4285,Fremde,noun,der,stranger,Manchmal kann ein Fremder auch ein Freund werden.,Sometimes a stranger can become a friend.,15.031485787952,0.865389727721419
4286,haften,verb,,"to adhere, be liable","Wenn etwas kaputt geht, haften die Eltern für ihre Kinder.","If something breaks, the parents are liable for their children.",15.031485787952,0.783127091941502
4287,horizontal,adj,,horizontal,Die Linie verläuft horizontal zur Achse.,The line runs horizontally to the axis.,15.031485787952,0.791764066896652
4288,irren (sich),verb,,"to err, be wrong","Jeder Mensch irrt sich manchmal, auch wenn er denkt, er weiß es.","Everybody is sometimes wrong, even when they think they know it.",15.031485787952,0.880658812084604
4289,kriminell,adj,,criminal,Das ist ein Heim für kriminelle Jugendliche.,This is a home for criminal youth.,15.031485787952,0.875231721703862
4290,verfallen,verb,,"to decay, deteriorate, expire","In diesem Stadtteil verfallen die alten Häuser, weil niemand sie kauft.","In this part of town, the old houses decay because nobody buys them.",15.031485787952,0.887894343734544
4291,vorzeitig,adj,,"early, premature",Martin geht vorzeitig in Rente und kümmert sich um seine Enkel.,Martin retires early and takes care of his grandchildren.,15.031485787952,0.856377176992574
4292,ansiedeln,verb,,"to settle, establish","Man versucht, in diesem Wald wieder verschiedene Arten von Tieren anzusiedeln.",One tries to reintroduce different kinds of animals in this forest.,14.9822022279915,0.904502178686753
4293,Bewerber,noun,der,applicant,"Es gibt noch zwei weitere Bewerber, die den Job haben wollen.",There are two other applicants who want the job.,14.9822022279915,0.814666279592686
4294,Breite,noun,die,width,Die Breite des Tisches beträgt zwei Meter und die Tiefe sechzig Zentimeter.,The width of the table is two meters and the depth is sixty centimeters.,14.9822022279915,0.874841940655134
4295,einsehen,verb,,"to see, realize, look into","Philipp sieht ein, dass er sich falsch verhält und entschuldigt sich.",Philipp realizes that he’s behaving incorrectly and apologizes.,14.9822022279915,0.899049353726409
4296,Epoche,noun,die,epoch,In der Geschichte wird die Zeit in Epochen eingeteilt.,"In history, time is divided into epochs.",14.9822022279915,0.833058126150917
4297,Explosion,noun,die,explosion,Das Feuer in der Fabrik löst eine Explosion aus.,The fire in the factory causes an explosion.,14.9822022279915,0.840573658750296
4298,Idiot,noun,der,idiot,"Wenn Manuel dich nicht liebt, ist er ein Idiot.","If Manuel doesn’t love you, he’s an idiot.",14.9822022279915,0.825586429098702
4299,Kulisse,noun,die,"setting, scenery, backdrop",Dieser Platz bietet eine schöne Kulisse für mein Foto.,This place offers a nice setting for my photo.,14.9822022279915,0.876268790174679
4300,Lieferung,noun,die,delivery,Du erhältst dein Geschenk morgen per Lieferung.,You’ll get your gift tomorrow by delivery.,14.9822022279915,0.788779139435379
4301,nachvollziehbar,adj,,"plausible, transparent","Weil ich deine Argumente nachvollziehbar finde, ändere ich meine Meinung.","Because I think your arguments are plausible, I’m changing my mind.",14.9822022279915,0.876362646072494
4302,spürbar,adj,,"noticeable, perceptible",Es ist spürbar wärmer geworden.,It has become noticeably warmer.,14.9822022279915,0.905625135997076
4303,Stall,noun,der,stable,Zu unserem Haus gehört ein Stall für Tiere.,To our house belongs a stable for animals.,14.9822022279915,0.8131619194599
4304,Arbeitskraft,noun,die,"manpower, worker",Leon ist eine zuverlässige Arbeitskraft und immer pünktlich.,Leon is a reliable worker and always on time.,14.932918668031,0.805932885737477
4305,Bibel,noun,die,Bible,"Die Bibel ist eine Sammlung von Schriften, die unter anderem als Grundlage des Christentums dienen.","The Bible is a collection of writings that serve, among other things, as the basis of Christianity.",14.932918668031,0.796751407406666
4306,Gemeinsamkeit,noun,die,"commonality, common feature","Pia und ich haben die Gemeinsamkeit, dass wir beide alte Filme mögen.",Pia and I have one common feature: that we both like old movies.,14.932918668031,0.877640114258764
4307,Gemisch,noun,das,mixture,Ein Gemisch besteht aus mehreren Stoffen.,A mixture consists of various substances.,14.932918668031,0.723412238433284
4308,schlank,adj,,slim,"Ich halte mich schlank, indem ich Sport mache.",I keep myself slim by doing sports.,14.932918668031,0.889454978204581
4309,Dreck,noun,der,dirt,"Wenn Kinder draußen spielen, haben sie oft überall Dreck am Körper.","When children play outside, they often have dirt all over their bodies.",14.8836351080705,0.870122495345408
4310,eilen,verb,,to hurry,"Ich eile immer zu meinem Bus, weil ich zu lange schlafe.",I always hurry to my bus because I sleep too long.,14.8836351080705,0.869308485267635
4311,fügen (sich),verb,,"to comply, defer to, resign oneself to",Sie fügen sich dem Willen ihres Chefs.,They defer to the will of their boss.,14.8836351080705,0.914855513937354
4312,heuer,adv,,this year,Meine Oma wird heuer schon 95 Jahre alt.,My grandmother is already 95 years old this year.,14.8836351080705,0.640090428168618
4313,Hölle,noun,die,hell,Nach der traditionellen Vorstellung des Christentums kommen schlechte Menschen in die Hölle.,"According to the traditional notion of Christianity, bad people go to hell.",14.8836351080705,0.887081622467858
4314,quadratisch,adj,,square,"Jede Wand in meinem Zimmer ist gleich lang, sodass das Zimmer quadratisch ist.","Each wall in my room is the same length, so the room is square.",14.8836351080705,0.751265830918454
4315,Reflexion,noun,die,reflection,Im Wasser kann man die Reflexion des Lichtes sehen.,In the water you can see the reflection of the light.,14.8836351080705,0.765227044816634
4316,solide,adj,,"solid, sound","Deine Noten in der Schule sind jedes Jahr gut, das ist eine solide Leistung von dir.",Your grades at school are good every year; that’s a solid performance from you.,14.8836351080705,0.892595628372085
4317,unauffällig,adj,,inconspicuous,"Richard ist so unauffällig, dass ich manchmal vergesse, dass er im Raum ist.",Richard is so inconspicuous that sometimes I forget he’s in the room.,14.8836351080705,0.835365575621724
4318,Zwerg,noun,der,dwarf,"Einen kleinen Menschen als Zwerg zu bezeichnen, ist nicht nett.",It’s not nice to call a little person a dwarf.,14.8836351080705,0.47229367656358
4319,Anmerkung,noun,die,"note, comment","Danke für deine Anmerkungen zu meiner Arbeit, ich werde einiges ändern.",Thank you for your comments on my work; I’ll make some changes.,14.83435154811,0.800246501386269
4320,Anreiz,noun,der,incentive,Das hohe Gehalt ist der einzige Anreiz für den neuen Job.,The high salary is the only incentive for the new job.,14.83435154811,0.830847826893913
4321,Ausrichtung,noun,die,"orientation, alignment",Der Architekt achtet vor allem auf die Ausrichtung der Fenster zur Sonne.,The architect pays particular attention to the orientation of the windows to the sun.,14.83435154811,0.853731009883448
4322,auswerten,verb,,"to evaluate, assess",Ich werte die Tests meiner Schüler aus.,I’m evaluating my students’ tests.,14.83435154811,0.893396117435631
4323,ersparen,verb,,"to save, spare",Ich erspare dir die ganze Geschichte und fasse sie kurz zusammen.,I’ll spare you the whole story and summarize it briefly.,14.83435154811,0.91701798564914
4324,homogen,adj,,homogeneous,"Weil nur Mädchen in meine Klasse gehen, sind wir eine homogene Gruppe.","Because only girls go into my class, we are a homogeneous group.",14.83435154811,0.710371226277404
4325,nachkommen,verb,,"to follow, come later, come after","Geh ruhig schon mal vor, ich komme gleich nach.",Go on ahead. I’ll follow soon.,14.83435154811,0.899625735346569
4326,Diabetes,noun,der,diabetes,"Mein Vater hat Diabetes und muss immer darauf achten, was er isst.",My father has diabetes and always has to watch what he eats.,14.7850679881495,0.629994151233486
4327,Fotografie,noun,die,photography,Wir gehen am Wochenende in ein Museum für Fotografie.,We’re going to a museum of photography this weekend.,14.7850679881495,0.702713069472632
4328,Galerie,noun,die,gallery,"Heute öffnet die Galerie, in der meine Bilder zu sehen sind.",Today the gallery where you can see my pictures opens.,14.7850679881495,0.852899325952343
4329,Haft,noun,die,"detention, confinement","Weil er illegale Substanzen verkauft, muss er jetzt für drei Jahre in Haft.","Because he sells illegal substances, he is now in confinement for three years.",14.7850679881495,0.801308971772919
4330,Malerei,noun,die,painting,Der Begriff “Leipziger Schule” bezeichnet eine Strömung der modernen Malerei.,The term “Leipzig School” refers to a movement in modern painting.,14.7850679881495,0.772743481064645
4331,Marktwirtschaft,noun,die,market economy,"Die Marktwirtschaft ist ein System, in dem die Produktion durch Angebot und Nachfrage geregelt wird.",The market economy is a system in which production is regulated by supply and demand.,14.7850679881495,0.809309198068671
4332,Maske,noun,die,mask,"Die Ärzte tragen während der Operation Masken, um sich und den Patienten vor Bakterien zu schützen.",The doctors wear masks during the operation to protect themselves and the patient from bacteria.,14.7850679881495,0.765774711062782
4333,mmh,interj,,mmh,"Mmh, schmeckt das gut!","Mmh, this tastes good!",14.7850679881495,0.617557028744642
4334,Präsentation,noun,die,presentation,Am Montag halte ich eine Präsentation an der Universität.,On Monday I’m giving a presentation at the university.,14.7850679881495,0.880259707624218
4335,unerträglich,adj,,"unbearable, intolerable","Marianna spricht so laut, das ist für mich unerträglich.",Marianna speaks so loudly; it’s unbearable for me.,14.7850679881495,0.888787924659869
4336,zerreißen,verb,,"to tear (up, to pieces)","Ich zerreiße seinen Brief, weil ich noch wütend bin.",I’m tearing up his letter because I’m still angry.,14.7850679881495,0.864578639035004
4337,zwangsläufig,adj,,inevitable,"Wenn Ben noch einmal etwas stiehlt, kommt er zwangsläufig ins Gefängnis.","If Ben steals something again, he’s inevitably going to prison.",14.7850679881495,0.913933703417613
4338,betrinken (sich),verb,,to get drunk,"Weil er sich jeden Abend mit Bier betrinkt, schickt seine Frau ihn in Therapie.","Because he gets drunk with beer every night, his wife sends him to therapy.",14.735784428189,0.865688792536875
4339,Furcht,noun,die,fear,Ich habe große Furcht vor der kommenden Prüfung.,I have great fear of the coming test.,14.735784428189,0.869118966872402
4340,Klavier,noun,das,piano,"Ich spiele viele Instrumente, darunter auch Klavier.","I play many instruments, including piano.",14.735784428189,0.834109551652381
4341,kommunal,adj,,municipal,Morgen sind kommunale Wahlen in meiner Stadt.,There are municipal elections in my town tomorrow.,14.735784428189,0.775312975863354
4342,Landkreis,noun,der,district,Jedes Bundesland in Deutschland ist in mehrere Landkreise unterteilt.,Each federal state in Germany is divided into several districts.,14.735784428189,0.759265266096963
4343,Meisterschaft,noun,die,championship,Dieses Jahr spielt mein Team endlich wieder um die Meisterschaft.,This year my team is finally playing for the championship again.,14.735784428189,0.68872687302992
4344,Neubau,noun,der,new building,Ich lebe in einem Neubau in einer schönen Wohnung.,I live in a new building in a nice apartment.,14.735784428189,0.844759288668291
4345,schädigen,verb,,to damage,"Manfred schädigt seine Familie finanziell, indem er viel Geld an der Börse verliert.",Manfred damages his family financially by losing a lot of money on the stock market.,14.735784428189,0.841058228269129
4346,Schau,noun,die,show,Unsere Nachbarin stellt jeden Tag ihre schönen Hunde zur Schau.,Our neighbor puts her beautiful dogs on show every day.,14.735784428189,0.883024866038418
4347,unterstreichen,verb,,"to underline, emphasize",Der Lehrer unterstreicht die wichtigen Wörter.,The teacher underlines the important words.,14.735784428189,0.882244314158803
4348,vorziehen,verb,,to prefer,"Abends ziehe ich es vor, wenig zu essen, damit ich gut schlafen kann.",In the evening I prefer to eat little so I can sleep well.,14.735784428189,0.880481487279258
4349,Bande,noun,die,"gang, mob, clique",Durch den Zeugen kann die Polizei die gesamte kriminelle Bande fangen.,The witness enables the police to catch the entire criminal gang.,14.6865008682285,0.851929391178341
4350,behindert,adj,,handicapped,Seit dem Unfall bin ich behindert und auf Hilfe angewiesen.,"Since the accident, I’ve been handicapped and dependent on help.",14.6865008682285,0.850265849641694
4351,Bemühung,noun,die,effort,"Danke für deine Bemühungen, mich zu beruhigen, aber ich habe immer noch Angst.","Thank you for your efforts to reassure me, but I’m still scared.",14.6865008682285,0.881555157580216
4352,Besetzung,noun,die,"occupation, cast, line-up",Besonders gut gefällt mir die Besetzung des Theaterstücks.,I particularly like the cast of the play.,14.6865008682285,0.827773118162085
4353,Bündel,noun,das,"bundle, bunch",Das Bündel Sachen bringe ich morgen noch weg.,I’ll take that bundle of things away tomorrow.,14.6865008682285,0.752028052656893
4354,dämpfen,verb,,"to dampen, dim",Der Teppich dämpft das Geräusch unserer Schritte.,The carpet dampens the sound of our steps.,14.6865008682285,0.876135377005279
4355,FPÖ (Freiheitliche Partei Österreichs),noun,die,FPÖ,Die Partei FPÖ wurde 1956 in Österreich gegründet.,The FPÖ party was founded in Austria in 1956.,14.6865008682285,0.538277801201778
4356,Gift,noun,das,poison,"Die Tiere im Wald sterben an dem Gift, das aus der Fabrik in den Fluss gelangt.",The animals in the forest die of the poison that enters the river from the factory.,14.6865008682285,0.845817484936394
4357,Knopf,noun,der,button,An meiner Jacke sind fünf Knöpfe.,There are five buttons on my jacket.,14.6865008682285,0.858640049080665
4358,Lebensjahr,noun,das,year (of one’s life),Ich habe heute Geburtstag und feiere den Beginn eines neuen Lebensjahres.,Today is my birthday and I’m celebrating the beginning of a new year.,14.6865008682285,0.882491394958531
4359,News,noun,die,news,Ich lese immer die aktuellen News in der Zeitung.,I always read the latest news in the newspaper.,14.6865008682285,0.577655727781893
4360,Profil,noun,das,profile,"Wenn du deinen Kopf drehst, können alle dein schönes Profil sehen.","If you turn your head, everyone can see your beautiful profile.",14.6865008682285,0.851917523785398
4361,Siedlung,noun,die,"settlement, estate",In meiner Stadt wird eine neue Siedlung gebaut.,A new settlement is being built in my town.,14.6865008682285,0.852838214418812
4362,signifikant,adj,,significant,Die Ergebnisse unterscheiden sich signifikant voneinander.,The results differ significantly.,14.6865008682285,0.586045866440063
4363,Stellungnahme,noun,die,"opinion, statement","Um das Verbrechen aufzuklären, muss ich bei meinem Anwalt eine Stellungnahme abgeben.","To clarify the crime, I have to submit a statement to my lawyer.",14.6865008682285,0.830561268153333
4364,Sturz,noun,der,fall,Das Kind überlebt den Sturz aus dem Fenster.,The child survives the fall out the window.,14.6865008682285,0.857854802450065
4365,unbewusst,adj,,unconscious,Vieles im Gehirn passiert unbewusst.,A lot happens unconsciously in the brain.,14.6865008682285,0.744561219210919
4366,Verstoß,noun,der,violation,Ein Verstoß gegen die Regeln wird bestraft.,Any violation of the rules will be punished.,14.6865008682285,0.854089865050768
4367,voraussichtlich,adj,,"probable, presumable",Ich bin voraussichtlich morgen mit meiner Arbeit fertig.,I’ll probably finish my work tomorrow.,14.6865008682285,0.862911907507337
4368,würdigen,verb,,"to appreciate, pay tribute",Mit diesem Gedicht würdigt der Dichter seine Geliebte.,"With this poem, the poet pays tribute to his lover.",14.6865008682285,0.860836721743606
4369,zurückweisen,verb,,to reject,"Pia weist mich zurück, als ich ihr meine Liebe gestehe.",Pia rejects me as I confess my love for her.,14.6865008682285,0.843872069462208
4370,Abfall,noun,der,"waste, trash","Ich bringe immer den Abfall runter, wenn ich das Haus verlasse.",I always take the trash down when I leave the house.,14.637217308268,0.854982856704306
4371,Demokrat,noun,der,democrat,In den USA gibt es zwei große Parteien: die Republikaner und die Demokraten.,There are two major parties in the USA: the Republicans and the Democrats.,14.637217308268,0.682646693756956
4372,Katalysator,noun,der,catalyst,Durch einen Katalysator wird eine chemische Reaktion beschleunigt.,A chemical reaction is accelerated by a catalyst.,14.637217308268,0.677369828039803
4373,Piste,noun,die,slope,Im Winter fahre ich regelmäßig die Piste runter.,In winter I ski down the slope regularly.,14.637217308268,0.706138227213184
4374,Senat,noun,der,senate,"Die Regierungen in Berlin, Hamburg und Bremen nennt man Senat.","The governments in Berlin, Hamburg, and Bremen are called a Senate.",14.637217308268,0.724022894217097
4375,Stasi (Staatssicherheitsdienst),noun,die,state security service,Die Stasi überwachte in der DDR die Bürger.,The state security service watched the citizens in the GDR.,14.637217308268,0.76363272041351
4376,streicheln,verb,,to pet,"Heute kannst du meinen Hund nicht streicheln, er ist krank.",Today you can’t pet my dog; he’s sick.,14.637217308268,0.817451554881757
4377,überlegen,adj,,superior,Tino ist mir in seiner Intelligenz überlegen.,Tino is superior to me in his intelligence.,14.637217308268,0.92798351701015
4378,ausfüllen,verb,,to fill out,Ohne Hilfe kann ich das Dokument nicht richtig ausfüllen.,Without help I can’t fill out the document correctly.,14.5879337483075,0.903552056886748
4379,Betreuung,noun,die,care,"Seit gestern übernehme ich die Betreuung meiner Oma, da sie sehr krank ist.","Since yesterday I have been taking care of my grandma, because she is very ill.",14.5879337483075,0.862122123396007
4380,eintreffen,verb,,"to arrive, come true, happen","Ich warte hier auf dich, bis dein Zug eintrifft.",I’ll wait here until your train arrives.,14.5879337483075,0.892418854199597
4381,Kuchen,noun,der,cake,Zum Geburtstag backt mir mein Bruder immer einen leckeren Kuchen.,"For my birthday, my brother always bakes me a delicious cake.",14.5879337483075,0.872431000602878
4382,Nachwuchs,noun,der,"offspring, new generation","Ich wünsche euch alles Gute zu eurem Nachwuchs und hoffe, dass das Kind gesund ist.",I wish you all the best for your offspring and hope that the child is healthy.,14.5879337483075,0.856075731608973
4383,plädieren,verb,,"to plead, make one’s case","Am Ende der Verhandlung plädieren Staatsanwalt und Anwalt, bevor der Richter eine Entscheidung trifft.","At the end of the trial, the prosecutor and the lawyer make their case before the judge makes a decision.",14.5879337483075,0.872233304334576
4384,trösten,verb,,to comfort,"Wenn du traurig bist, komm zu mir und ich tröste dich.","If you’re sad, come to me and I’ll comfort you.",14.5879337483075,0.85494612216297
4385,Ungleichheit,noun,die,"inequality, dissimilarity","Wegen unserer Ungleichheit denkt niemand, dass wir Verwandte sind.","Because of our dissimilarity, no one thinks we’re relatives.",14.5879337483075,0.737352660724438
4386,Verteidiger,noun,der,"defender, defense counsel",Vor Gericht braucht man einen Verteidiger.,You need counsel in court.,14.5879337483075,0.801090529715978
4387,Center,noun,das,center,Am Stadtrand eröffnet ein neues Center zum Einkaufen.,A new center opens on the outskirts of the city.,14.538650188347,0.842637225559761
4388,Halt,noun,der,"stop, hold",Der Zug macht fünf Minuten Halt in Amsterdam.,The train makes a five-minute stop in Amsterdam.,14.538650188347,0.874409906435347
4389,Handwerk,noun,das,"craft, trade","Ich lerne ein Handwerk, damit ich leichter einen Job finden kann.",I’m learning a craft so I can find a job more easily.,14.538650188347,0.886909717249761
4390,humanitär,adj,,humanitarian,"Ich arbeite in einer humanitären Organisation, weil ich Menschen helfen möchte.",I work in a humanitarian organization because I want to help people.,14.538650188347,0.770475781323902
4391,Intervall,noun,das,interval,"Du musst die Intervalle deiner Schmerzen messen, um zu wissen, ob das Baby kommt.",You have to measure the intervals of your labor pains to know if the baby is coming.,14.538650188347,0.691924637105768
4392,naiv,adj,,naive,"Du bist naiv, wenn du anderen Menschen glaubst, ohne selbst nachzudenken.",You’re naive when you believe other people without thinking for yourself.,14.538650188347,0.827221789192523
4393,Rentner,noun,der,pensioner,Als Rentner ziehe ich in ein anderes Land und genieße mein Leben ohne Arbeit.,As a pensioner I move to another country and enjoy my life without work.,14.538650188347,0.849554844358593
4394,Skala,noun,die,"scale, dial, range","Auf einer Skala von eins bis zehn, wie stark sind deine Schmerzen?","On a scale of one to ten, how much pain are you in?",14.538650188347,0.780378480117358
4395,sogleich,adv,,immediately,"Ich fahre sogleich zu dir, wenn ich Zeit habe.",I’ll drive to your place immediately if I have time.,14.538650188347,0.820796971028358
4396,Substantiv,noun,das,noun,"Ein Substantiv bezeichnet eine Person, eine Sache oder ein Tier.","A noun refers to a person, thing, or animal.",14.538650188347,0.352286424847872
4397,Testament,noun,das,will,"Ich habe ein Testament, um zu regeln, was nach meinem Tod passiert.",I have a will to settle what happens after I die.,14.538650188347,0.665790607809311
4398,Algebra,noun,die,algebra,In der Mathematik beschäftige ich mich am liebsten mit Algebra.,My favorite field of mathematics is algebra.,14.4893666283865,0.528358549978749
4399,befördern,verb,,to transport,Der Bus befördert täglich Menschen.,The bus transports people every day.,14.4893666283865,0.907150040859403
4400,Box,noun,die,"speaker, pit, stall",Mein Pferd steht in einer sehr großen Box.,My horse stands in a very large stall.,14.4893666283865,0.84368840616039
4401,gänzlich,adj,,entirely,Ich bin gänzlich deiner Meinung.,I entirely agree with you.,14.4893666283865,0.883741790298438
4402,Gremium,noun,das,committee,"Es gibt ein Gremium, das entscheidet, wo ich arbeite.",There is a committee that decides where I work.,14.4893666283865,0.83565902936138
4403,hinunter,adv,,down,Wir fahren mit dem Auto einen Berg hinunter.,We’ll drive our car down a hill.,14.4893666283865,0.850223300893558
4404,soeben,adv,,just,"Ich habe soeben erfahren, dass ich Vater werde.",I just found out I’m going to be a father.,14.4893666283865,0.863446596315175
4405,Sportart,noun,die,"(type of) sport, discipline","Ich mag alle Sportarten, aber besonders Fußball.","I like all types of sports, but especially soccer.",14.4893666283865,0.739223326561061
4406,Tirol,noun,das,Tyrol,Wir machen dieses Jahr Urlaub in Tirol.,This year we are on vacation in Tyrol.,14.4893666283865,0.682877789967122
4407,Zuordnung,noun,die,"classification, assignment",Die Zuordnung zu einer Gruppe erfolgt durch einen Test.,Assignment to a group happens via a test.,14.4893666283865,0.804975821564814
4408,asiatisch,adj,,Asian,Ich kenne ein sehr gutes asiatisches Restaurant.,I know a very good Asian restaurant.,14.440083068426,0.866131656402886
4409,Biografie,noun,die,biography,"Weil ich ein spannendes Leben habe, schreibe ich eine Biografie.","Because I have an exciting life, I’m writing a biography.",14.440083068426,0.851521790497017
4410,blutig,adj,,bloody,Paul schlägt Michael die Nase blutig.,Paul punches Michael’s nose bloody.,14.440083068426,0.887363799950686
4411,Erwerb,noun,der,"acquisition, purchase",Der Erwerb einer neuen Sprache ist nicht einfach.,The acquisition of a new language is not easy.,14.440083068426,0.728092228495106
4412,Hindernis,noun,das,obstacle,"Es ist für mich ein Hindernis, für einen neuen Job in eine andere Stadt zu ziehen.",It’s an obstacle for me to move to another city for a new job.,14.440083068426,0.915528736942958
4413,inwieweit,adv,,to what extent,"Wir überlegen, inwieweit die politische Situation verbessert werden kann.",We are considering to what extent the political situation can be improved.,14.440083068426,0.834126174301212
4414,römisch,adj,,Roman,Oft sieht man an alten Gebäuden noch römische Zahlen.,Often you can still see Roman numbers on old buildings.,14.440083068426,0.841283093877149
4415,weitaus,adv,,"much, far",Weitaus weniger Menschen als früher gründen heute noch eine große Familie.,Far fewer people than in the past are starting a large family today.,14.440083068426,0.910650339076683
4416,Wiedervereinigung,noun,die,reunification,Im Jahr 1990 kam es in Deutschland zur Wiedervereinigung von Ost und West.,The reunification of East and West took place in Germany in 1990.,14.440083068426,0.747471052672908
4417,Abfahrt,noun,die,departure,Ich warte auf die Abfahrt des Zuges.,I’m waiting for the departure of the train.,14.3907995084655,0.774647725816959
4418,Anleihe,noun,die,"loan, bond, borrowing",Manche Anleihen kann man kündigen.,Some bonds can be terminated.,14.3907995084655,0.756564417919841
4419,auswärtig,adj,,external,Heute hat sie viele auswärtige Termine und fährt deswegen mit dem Auto zur Arbeit.,Today she has many external appointments and therefore goes to work by car.,14.3907995084655,0.782892955162041
4420,elastisch,adj,,elastic,Meine Hosen bestehen immer aus elastischem Material.,My pants are always made of elastic material.,14.3907995084655,0.701805720203647
4421,entkommen,verb,,to escape,Ich konnte der Polizei im letzten Moment entkommen.,I escaped the police at the last moment.,14.3907995084655,0.895627028423358
4422,Herausgeber,noun,der,publisher,Der Herausgeber einer Zeitung trifft für diese die wichtigsten Entscheidungen.,The publisher of a newspaper makes the most important decisions for the newspaper.,14.3907995084655,0.658988298194023
4423,Kinn,noun,das,chin,Kilian ist vierzehn und hat schon ein paar Haare am Kinn.,Kilian is 14 and already has a few hairs on his chin.,14.3907995084655,0.827741181302534
4424,nahelegen,verb,,to suggest,"Ich lege dir nahe, das Haus nicht zu kaufen, weil es zu teuer ist.",I suggest that you not buy the house because it’s too expensive.,14.3907995084655,0.879275195046545
4425,Naturwissenschaft,noun,die,natural science,In der Schule interessiere ich mich am meisten für die Naturwissenschaften.,At school I am most interested in the natural sciences.,14.3907995084655,0.846500045915279
4426,seitens,prep,,"by, on the part of","Die Reaktionen seitens des Publikums zeigen, dass es ihnen gefällt.",The reactions on the part of the audience show that they like it.,14.3907995084655,0.877584717163305
4427,verbal,adj,,verbal,Ich kann meine Gefühle nicht verbal ausdrücken.,I can’t express my feelings verbally.,14.3907995084655,0.778117339866175
4428,Versuchsperson,noun,die,test subject,Für einen Test brauchen wir noch fünf Versuchspersonen.,We need five more test subjects for one test.,14.3907995084655,0.390428449745103
4429,Wanderung,noun,die,hike,Im Urlaub unternehmen wir eine Wanderung durch die Alpen.,"On vacation, we make a hike through the Alps.",14.3907995084655,0.774907160637036
4430,Zeigefinger,noun,der,index finger,Der Zeigefinger ist der zweite Finger an der Hand.,The index finger is the second finger on the hand.,14.3907995084655,0.841724859963794
4431,zwischendurch,adv,,"occasionally, in between","Um Gewicht zu verlieren, esse ich nichts mehr zwischendurch.","To lose weight, I don’t eat anything in between.",14.3907995084655,0.871815118187754
4432,Autofahrer,noun,der,"driver, motorist",Trotz der großen Belastung für die Umwelt gibt es in Deutschland immer mehr Autofahrer.,"Despite the great burden on the environment, there are more and more motorists in Germany.",14.341515948505,0.822506051768857
4433,benehmen,verb,,to behave,"Ich möchte, dass sich meine Kinder in der Öffentlichkeit benehmen.",I want my children to behave in public.,14.341515948505,0.868624981900364
4434,Einzelfall,noun,der,individual case,"Jenny ist kein Einzelfall, auch andere Mädchen können gut Fußball spielen.",Jenny is not an individual case; other girls can also play soccer well.,14.341515948505,0.844560890064249
4435,gängig,adj,,common,Ich lese für morgen die gängige Literatur zu diesem Thema.,I’m reading the common literature on the subject for tomorrow.,14.341515948505,0.882485867905159
4436,Jäger,noun,der,hunter,Nur Jäger dürfen auf Tiere schießen.,Only hunters are allowed to shoot at animals.,14.341515948505,0.829901787737914
4437,kommunikativ,adj,,communicative,"Till ist ein sehr kommunikatives Kind, er redet den ganzen Tag.","Till is a very communicative child, he talks all day.",14.341515948505,0.615660814160097
4438,Kongress,noun,der,"congress, convention",Ich fahre am Wochenende auf einen Kongress zum Thema Umwelt.,I’m going to a congress on the environment this weekend.,14.341515948505,0.87262001439919
4439,"letzterer, letztere, letzteres",adj,,latter,"Tatjana mag Katzen und Hunde, aber letztere am meisten.","Tatjana likes cats and dogs, but the latter the most.",14.341515948505,0.8955720098114
4440,nebeneinander,adv,,"side by side, next to each other",Meine Großeltern laufen immer noch nebeneinander und halten sich an den Händen.,My grandparents still walk next to each other and hold hands.,14.341515948505,0.915332250455138
4441,Passage,noun,die,passage,Diese Passage aus dem Buch gefällt mir besonders gut.,I particularly like this passage from the book.,14.341515948505,0.844895328072768
4442,strömen,verb,,to flow,Das Blut strömt durch den Körper.,Blood flows through the body.,14.341515948505,0.888615769478893
4443,zeitgenössisch,adj,,contemporary,Ich arbeite in einem Museum für zeitgenössische Kunst.,I work in a museum of contemporary art.,14.341515948505,0.813172554969832
4444,zerbrechen,verb,,"to break, shatter","Wenn du den Spiegel fallen lässt, zerbricht er.","If you drop the mirror, it shatters.",14.341515948505,0.895972826077031
4445,Aufsatz,noun,der,essay,Ich muss für die Schule morgen noch einen Aufsatz schreiben.,I have an essay to write for school tomorrow.,14.2922323885445,0.824905691882412
4446,Brandenburg,noun,das,Brandenburg,Das Bundesland Brandenburg liegt im Nordosten von Deutschland.,The state of Brandenburg lies in the northeast of Germany.,14.2922323885445,0.794034136426682
4447,Diagramm,noun,die,diagram,"Wir lernen gerade, wie man die Informationen aus einem Diagramm interpretiert.",We’re learning how to interpret the information from a diagram.,14.2922323885445,0.74072038429838
4448,Erleichterung,noun,die,relief,"Es ist für mich eine große Erleichterung zu hören, dass du wieder gesund bist.",It’s a great relief to hear you’re well again.,14.2922323885445,0.906029178396551
